ts,vx,vy,vz,wx,wy,wz,gripper_btn,mode_btn
1779555227.959763,0.04296875,0.0,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555227.975834,0.04296875,-0.03125,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555227.991787,0.04296875,-0.072265625,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.007765,0.04296875,-0.091796875,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.023813,0.04296875,-0.1015625,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.039743,0.04296875,-0.107421875,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.055810,0.04296875,-0.126953125,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.071788,0.04296875,-0.154296875,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.087806,0.04296875,-0.1796875,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.103812,0.04296875,-0.1875,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.119798,0.04296875,-0.208984375,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.135817,0.04296875,-0.23046875,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.143820,0.04296875,-0.23046875,0.0,-0.015625,0.009765625,-0.005859375,0,0
1779555228.151798,0.04296875,-0.251953125,0.0,-0.015625,0.009765625,-0.005859375,0,0
1779555228.159781,0.04296875,-0.251953125,0.0,-0.029296875,0.009765625,-0.005859375,0,0
1779555228.167772,0.04296875,-0.26171875,0.0,-0.029296875,0.009765625,-0.005859375,0,0
1779555228.175792,0.04296875,-0.26171875,0.0,-0.03515625,0.009765625,-0.005859375,0,0
1779555228.183810,0.04296875,-0.265625,0.0,-0.03515625,0.009765625,-0.005859375,0,0
1779555228.191706,0.04296875,-0.265625,0.0,-0.041015625,0.009765625,-0.005859375,0,0
1779555228.199768,0.04296875,-0.271484375,0.0,-0.041015625,0.009765625,-0.005859375,0,0
1779555228.207746,0.04296875,-0.271484375,0.0,-0.048828125,0.009765625,-0.005859375,0,0
1779555228.215796,0.04296875,-0.291015625,0.0,-0.048828125,0.009765625,-0.005859375,0,0
1779555228.223757,0.04296875,-0.291015625,0.0,-0.052734375,0.009765625,-0.005859375,0,0
1779555228.231772,0.04296875,-0.3125,0.0,-0.052734375,0.009765625,-0.005859375,0,0
1779555228.239767,0.04296875,-0.3125,0.0,-0.044921875,0.009765625,-0.005859375,0,0
1779555228.247816,0.04296875,-0.326171875,0.0,-0.044921875,0.009765625,-0.005859375,0,0
1779555228.255772,0.04296875,-0.326171875,0.0,-0.0390625,0.009765625,-0.005859375,0,0
1779555228.263756,0.04296875,-0.3359375,0.0,-0.0390625,0.009765625,-0.005859375,0,0
1779555228.271715,0.04296875,-0.3359375,0.0,-0.033203125,0.009765625,-0.005859375,0,0
1779555228.279726,0.04296875,-0.341796875,0.0,-0.033203125,0.009765625,-0.005859375,0,0
1779555228.287716,0.04296875,-0.341796875,0.0,-0.025390625,0.009765625,-0.005859375,0,0
1779555228.295768,0.04296875,-0.3515625,0.0,-0.025390625,0.009765625,-0.005859375,0,0
1779555228.303780,0.04296875,-0.3515625,0.0,-0.0234375,0.009765625,-0.005859375,0,0
1779555228.311810,0.04296875,-0.365234375,0.0,-0.0234375,0.009765625,-0.005859375,0,0
1779555228.319784,0.04296875,-0.365234375,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.327772,0.04296875,-0.375,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.335792,0.04296875,-0.375,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.343804,0.04296875,-0.37890625,0.0,-0.01953125,0.009765625,-0.005859375,0,0
1779555228.351769,0.04296875,-0.37890625,0.0,-0.025390625,0.009765625,-0.005859375,0,0
1779555228.359751,0.04296875,-0.3828125,0.0,-0.025390625,0.009765625,-0.005859375,0,0
1779555228.367796,0.04296875,-0.3828125,0.0,-0.033203125,0.009765625,-0.005859375,0,0
1779555228.375773,0.04296875,-0.38671875,-0.00390625,-0.033203125,0.009765625,-0.005859375,0,0
1779555228.383772,0.04296875,-0.38671875,-0.00390625,-0.037109375,0.009765625,-0.005859375,0,0
1779555228.391781,0.04296875,-0.38671875,-0.005859375,-0.037109375,0.009765625,-0.005859375,0,0
1779555228.399771,0.04296875,-0.38671875,-0.005859375,-0.046875,0.009765625,-0.005859375,0,0
1779555228.407750,0.04296875,-0.390625,-0.015625,-0.046875,0.009765625,-0.005859375,0,0
1779555228.415745,0.04296875,-0.390625,-0.015625,-0.052734375,0.009765625,-0.005859375,0,0
1779555228.423760,0.04296875,-0.392578125,-0.0234375,-0.052734375,0.009765625,-0.005859375,0,0
1779555228.431795,0.04296875,-0.392578125,-0.0234375,-0.0625,0.009765625,-0.005859375,0,0
1779555228.439783,0.04296875,-0.392578125,-0.029296875,-0.0625,0.009765625,-0.005859375,0,0
1779555228.447830,0.04296875,-0.392578125,-0.029296875,-0.06640625,0.009765625,-0.005859375,0,0
1779555228.455820,0.04296875,-0.38671875,-0.029296875,-0.06640625,0.009765625,-0.005859375,0,0
1779555228.463797,0.04296875,-0.38671875,-0.029296875,-0.072265625,0.009765625,-0.005859375,0,0
1779555228.471775,0.04296875,-0.390625,-0.029296875,-0.072265625,0.009765625,-0.005859375,0,0
1779555228.479768,0.04296875,-0.390625,-0.029296875,-0.072265625,0.009765625,-0.005859375,0,0
1779555228.487802,0.04296875,-0.3984375,-0.025390625,-0.072265625,0.009765625,-0.005859375,0,0
1779555228.495762,0.04296875,-0.3984375,-0.025390625,-0.07421875,0.009765625,-0.005859375,0,0
1779555228.503754,0.04296875,-0.40234375,-0.025390625,-0.07421875,0.009765625,-0.005859375,0,0
1779555228.511775,0.04296875,-0.40234375,-0.025390625,-0.078125,0.009765625,-0.005859375,0,0
1779555228.519781,0.04296875,-0.404296875,-0.03125,-0.078125,0.009765625,-0.005859375,0,0
1779555228.527754,0.04296875,-0.404296875,-0.03125,-0.083984375,0.009765625,-0.005859375,0,0
1779555228.535793,0.04296875,-0.408203125,-0.0390625,-0.083984375,0.009765625,-0.005859375,0,0
1779555228.543842,0.04296875,-0.408203125,-0.0390625,-0.083984375,0.009765625,-0.005859375,0,0
1779555228.551789,0.04296875,-0.408203125,-0.0390625,-0.083984375,0.009765625,-0.005859375,0,0
1779555228.559769,0.04296875,-0.408203125,-0.0390625,-0.083984375,0.009765625,-0.005859375,0,0
1779555228.567793,0.04296875,-0.408203125,-0.037109375,-0.083984375,0.009765625,-0.005859375,0,0
1779555228.575780,0.04296875,-0.408203125,-0.037109375,-0.0859375,0.009765625,-0.005859375,0,0
1779555228.583782,0.04296875,-0.40625,-0.037109375,-0.0859375,0.009765625,-0.005859375,0,0
1779555228.591801,0.04296875,-0.40625,-0.037109375,-0.0859375,0.009765625,-0.005859375,0,0
1779555228.599785,0.04296875,-0.404296875,-0.03515625,-0.0859375,0.009765625,-0.005859375,0,0
1779555228.607779,0.04296875,-0.404296875,-0.03515625,-0.083984375,0.009765625,-0.005859375,0,0
1779555228.615804,0.04296875,-0.41015625,-0.033203125,-0.083984375,0.009765625,-0.005859375,0,0
1779555228.623780,0.04296875,-0.41015625,-0.033203125,-0.07421875,0.009765625,-0.005859375,0,0
1779555228.631806,0.04296875,-0.4140625,-0.033203125,-0.07421875,0.009765625,-0.005859375,0,0
1779555228.639822,0.04296875,-0.4140625,-0.033203125,-0.064453125,0.009765625,-0.005859375,0,0
1779555228.647806,0.04296875,-0.419921875,-0.0390625,-0.064453125,0.009765625,-0.005859375,0,0
1779555228.655786,0.04296875,-0.419921875,-0.0390625,-0.060546875,0.009765625,-0.005859375,0,0
1779555228.663813,0.04296875,-0.419921875,-0.041015625,-0.060546875,0.009765625,-0.005859375,0,0
1779555228.671762,0.04296875,-0.419921875,-0.041015625,-0.060546875,0.009765625,-0.005859375,0,0
1779555228.679758,0.04296875,-0.421875,-0.041015625,-0.060546875,0.009765625,-0.005859375,0,0
1779555228.687752,0.04296875,-0.421875,-0.041015625,-0.05859375,0.009765625,-0.005859375,0,0
1779555228.695750,0.04296875,-0.421875,-0.037109375,-0.05859375,0.009765625,-0.005859375,0,0
1779555228.703775,0.04296875,-0.421875,-0.037109375,-0.052734375,0.009765625,-0.005859375,0,0
1779555228.711793,0.04296875,-0.421875,-0.037109375,-0.052734375,0.009765625,-0.005859375,0,0
1779555228.719807,0.04296875,-0.421875,-0.037109375,-0.04296875,0.009765625,-0.005859375,0,0
1779555228.727817,0.04296875,-0.419921875,-0.037109375,-0.04296875,0.009765625,-0.005859375,0,0
1779555228.735797,0.04296875,-0.419921875,-0.037109375,-0.0390625,0.009765625,-0.005859375,0,0
1779555228.743833,0.04296875,-0.41796875,-0.037109375,-0.0390625,0.009765625,-0.005859375,0,0
1779555228.751761,0.04296875,-0.41796875,-0.037109375,-0.03515625,0.009765625,-0.005859375,0,0
1779555228.759759,0.04296875,-0.4140625,-0.0390625,-0.03515625,0.009765625,-0.005859375,0,0
1779555228.767828,0.04296875,-0.4140625,-0.0390625,-0.029296875,0.009765625,-0.005859375,0,0
1779555228.775761,0.04296875,-0.40625,-0.041015625,-0.029296875,0.009765625,-0.005859375,0,0
1779555228.783841,0.04296875,-0.40625,-0.041015625,-0.029296875,0.009765625,-0.005859375,0,0
1779555228.791755,-0.00390625,-0.40234375,-0.05078125,-0.029296875,0.009765625,-0.005859375,0,0
1779555228.799778,-0.00390625,-0.40234375,-0.05078125,-0.029296875,0.009765625,-0.005859375,0,0
