ts,vx,vy,vz,wx,wy,wz,gripper_btn,mode_btn
1779555741.456446,-0.01171875,-0.01171875,-0.03125,-0.015625,0.0,0.0,0,0
1779555741.472435,-0.009765625,-0.03125,-0.03125,-0.015625,0.0,0.0,0,0
1779555741.480404,-0.009765625,-0.03125,-0.03125,0.021484375,0.0,0.0,0,0
1779555741.488419,-0.009765625,-0.04296875,-0.03125,0.021484375,0.0,0.0,0,0
1779555741.496422,-0.009765625,-0.04296875,-0.03125,0.03515625,0.0,0.0,0,0
1779555741.504373,-0.01953125,-0.064453125,-0.03125,0.03515625,0.0,0.0,0,0
1779555741.512505,-0.01953125,-0.064453125,-0.03125,0.0234375,-0.005859375,0.0,0,0
1779555741.520473,-0.025390625,-0.12109375,-0.03125,0.0234375,-0.005859375,0.0,0,0
1779555741.528453,-0.025390625,-0.12109375,-0.03125,0.017578125,-0.009765625,0.0,0,0
1779555741.536438,0.0,-0.21875,-0.009765625,0.017578125,-0.009765625,0.0,0,0
1779555741.544423,0.0,-0.21875,-0.009765625,0.04296875,0.0,0.0,0,0
1779555741.552455,0.0,-0.3046875,-0.015625,0.04296875,0.0,0.0,0,0
1779555741.560452,0.0,-0.3046875,-0.015625,0.0859375,0.0,0.0,0,0
1779555741.568432,0.0,-0.361328125,-0.015625,0.0859375,0.0,0.0,0,0
1779555741.576400,0.0,-0.361328125,-0.015625,0.126953125,0.0,0.0,0,0
1779555741.584417,0.0,-0.3515625,-0.015625,0.126953125,0.0,0.0,0,0
1779555741.592373,0.0,-0.3515625,-0.015625,0.095703125,0.0,-0.0234375,0,0
1779555741.600451,0.0,-0.33984375,-0.015625,0.095703125,0.0,-0.0234375,0,0
1779555741.608426,0.0,-0.33984375,-0.015625,0.046875,0.0,-0.029296875,0,0
1779555741.616485,-0.037109375,-0.34765625,-0.009765625,0.046875,0.0,-0.029296875,0,0
1779555741.624450,-0.037109375,-0.34765625,-0.009765625,0.01953125,0.0,-0.052734375,0,0
1779555741.632443,-0.08203125,-0.3515625,-0.0234375,0.01953125,0.0,-0.052734375,0,0
1779555741.640526,-0.08203125,-0.3515625,-0.0234375,0.01171875,0.0,-0.09765625,0,0
1779555741.648453,-0.123046875,-0.3515625,-0.0234375,0.01171875,0.0,-0.09765625,0,0
1779555741.656436,-0.123046875,-0.3515625,-0.0234375,0.0078125,-0.0078125,-0.14453125,0,0
1779555741.664444,-0.162109375,-0.353515625,-0.009765625,0.0078125,-0.0078125,-0.14453125,0,0
1779555741.672419,-0.162109375,-0.353515625,-0.009765625,0.013671875,-0.01953125,-0.177734375,0,0
1779555741.680460,-0.19140625,-0.357421875,-0.009765625,0.013671875,-0.01953125,-0.177734375,0,0
1779555741.688403,-0.19140625,-0.357421875,-0.009765625,0.02734375,-0.025390625,-0.205078125,0,0
1779555741.696405,-0.197265625,-0.37109375,-0.009765625,0.02734375,-0.025390625,-0.205078125,0,0
1779555741.704444,-0.197265625,-0.37109375,-0.009765625,0.037109375,-0.015625,-0.220703125,0,0
1779555741.712443,-0.177734375,-0.39453125,-0.009765625,0.037109375,-0.015625,-0.220703125,0,0
1779555741.720393,-0.177734375,-0.39453125,-0.009765625,0.044921875,0.0,-0.240234375,0,0
1779555741.728443,-0.15625,-0.404296875,-0.009765625,0.044921875,0.0,-0.240234375,0,0
1779555741.736439,-0.15625,-0.404296875,-0.009765625,0.044921875,0.0,-0.2578125,0,0
1779555741.744470,-0.142578125,-0.404296875,-0.009765625,0.044921875,0.0,-0.2578125,0,0
1779555741.752439,-0.142578125,-0.404296875,-0.009765625,0.0390625,0.0,-0.279296875,0,0
1779555741.760466,-0.15234375,-0.3828125,-0.009765625,0.0390625,0.0,-0.279296875,0,0
1779555741.768425,-0.15234375,-0.3828125,-0.009765625,0.021484375,0.0,-0.294921875,0,0
1779555741.776435,-0.171875,-0.365234375,-0.009765625,0.021484375,0.0,-0.294921875,0,0
1779555741.784416,-0.171875,-0.365234375,-0.009765625,0.0078125,0.0,-0.318359375,0,0
1779555741.792414,-0.19140625,-0.361328125,-0.009765625,0.0078125,0.0,-0.318359375,0,0
1779555741.800389,-0.19140625,-0.361328125,-0.009765625,0.0,0.0,-0.3515625,0,0
1779555741.808382,-0.189453125,-0.34375,-0.009765625,0.0,0.0,-0.3515625,0,0
1779555741.816391,-0.189453125,-0.34375,-0.009765625,0.0,0.0,-0.390625,0,0
1779555741.824368,-0.19140625,-0.3125,-0.009765625,0.0,0.0,-0.390625,0,0
1779555741.832494,-0.19140625,-0.3125,-0.009765625,0.0,0.0,-0.421875,0,0
1779555741.840488,-0.205078125,-0.2734375,-0.009765625,0.0,0.0,-0.421875,0,0
1779555741.848431,-0.205078125,-0.2734375,-0.009765625,0.0,0.0,-0.46484375,0,0
1779555741.856395,-0.216796875,-0.2421875,-0.009765625,0.0,0.0,-0.46484375,0,0
1779555741.864436,-0.216796875,-0.2421875,-0.009765625,0.0078125,0.0,-0.5,0,0
1779555741.872417,-0.21875,-0.2265625,-0.009765625,0.0078125,0.0,-0.5,0,0
1779555741.880458,-0.21875,-0.2265625,-0.009765625,0.021484375,0.0,-0.525390625,0,0
1779555741.888386,-0.216796875,-0.2109375,-0.009765625,0.021484375,0.0,-0.525390625,0,0
1779555741.896366,-0.216796875,-0.2109375,-0.009765625,0.021484375,0.0,-0.541015625,0,0
1779555741.904405,-0.21484375,-0.205078125,-0.009765625,0.021484375,0.0,-0.541015625,0,0
1779555741.912432,-0.21484375,-0.205078125,-0.009765625,0.015625,0.0,-0.546875,0,0
1779555741.920431,-0.203125,-0.197265625,-0.009765625,0.015625,0.0,-0.546875,0,0
