ts,vx,vy,vz,wx,wy,wz,gripper_btn,mode_btn
1779556618.671724,0.013671875,0.0,-0.0234375,-0.013671875,-0.013671875,0.07421875,0,0
1779556618.687733,0.013671875,-0.015625,-0.0234375,-0.013671875,-0.013671875,0.07421875,0,0
1779556618.703728,0.013671875,-0.0390625,-0.068359375,-0.013671875,-0.013671875,0.07421875,0,0
1779556618.719767,0.046875,-0.095703125,-0.0234375,-0.013671875,-0.013671875,0.07421875,0,0
1779556618.727759,0.046875,-0.095703125,-0.0234375,-0.013671875,-0.013671875,-0.05078125,0,0
1779556618.735753,0.041015625,-0.1796875,-0.0234375,-0.013671875,-0.013671875,-0.05078125,0,0
1779556618.743786,0.041015625,-0.1796875,-0.0234375,0.01171875,0.0234375,-0.12109375,0,0
1779556618.751776,0.009765625,-0.20703125,0.0,0.01171875,0.0234375,-0.12109375,0,0
1779556618.759743,0.009765625,-0.20703125,0.0,0.04296875,0.03125,-0.150390625,0,0
1779556618.767781,0.009765625,-0.248046875,0.0,0.04296875,0.03125,-0.150390625,0,0
1779556618.775720,0.009765625,-0.248046875,0.0,0.0859375,0.033203125,-0.181640625,0,0
1779556618.783755,0.0234375,-0.298828125,0.0,0.0859375,0.033203125,-0.181640625,0,0
1779556618.791789,0.0234375,-0.298828125,0.0,0.12890625,0.041015625,-0.20703125,0,0
1779556618.799799,0.1015625,-0.328125,0.0,0.12890625,0.041015625,-0.20703125,0,0
1779556618.807792,0.1015625,-0.328125,0.0,0.14453125,0.05859375,-0.279296875,0,0
1779556618.815718,0.181640625,-0.28515625,-0.009765625,0.14453125,0.05859375,-0.279296875,0,0
1779556618.823723,0.181640625,-0.28515625,-0.009765625,0.060546875,0.0703125,-0.345703125,0,0
1779556618.831713,0.201171875,-0.23828125,-0.013671875,0.060546875,0.0703125,-0.345703125,0,0
1779556618.839786,0.201171875,-0.23828125,-0.013671875,0.060546875,0.087890625,-0.435546875,0,0
1779556618.847757,0.173828125,-0.1953125,-0.013671875,0.060546875,0.087890625,-0.435546875,0,0
1779556618.855736,0.173828125,-0.1953125,-0.013671875,0.060546875,0.09765625,-0.501953125,0,0
1779556618.863738,0.15234375,-0.189453125,-0.013671875,0.060546875,0.09765625,-0.501953125,0,0
1779556618.871742,0.15234375,-0.189453125,-0.013671875,0.060546875,0.1015625,-0.515625,0,0
1779556618.879736,0.1484375,-0.208984375,-0.013671875,0.060546875,0.1015625,-0.515625,0,0
1779556618.887733,0.1484375,-0.208984375,-0.013671875,0.060546875,0.0625,-0.486328125,0,0
1779556618.895750,0.140625,-0.208984375,0.01171875,0.060546875,0.0625,-0.486328125,0,0
1779556618.903722,0.140625,-0.208984375,0.01171875,0.060546875,0.021484375,-0.48046875,0,0
1779556618.911752,0.115234375,-0.181640625,0.005859375,0.060546875,0.021484375,-0.48046875,0,0
1779556618.919712,0.115234375,-0.181640625,0.005859375,0.060546875,0.021484375,-0.509765625,0,0
1779556618.927714,0.080078125,-0.15234375,0.01171875,0.060546875,0.021484375,-0.509765625,0,0
1779556618.935747,0.080078125,-0.15234375,0.01171875,0.060546875,0.021484375,-0.541015625,0,0
1779556618.943700,0.052734375,-0.130859375,0.03125,0.060546875,0.021484375,-0.541015625,0,0
1779556618.951761,0.052734375,-0.130859375,0.03125,0.060546875,0.021484375,-0.568359375,0,0
1779556618.959753,0.017578125,-0.111328125,0.060546875,0.060546875,0.021484375,-0.568359375,0,0
