ts,vx,vy,vz,wx,wy,wz,gripper_btn,mode_btn
1779558760.110216,0.013671875,-0.005859375,0.046875,0.00390625,-0.01171875,-0.015625,0,0
1779558760.118233,0.01953125,-0.052734375,0.046875,0.00390625,-0.01171875,-0.015625,0,0
1779558760.126233,0.01953125,-0.052734375,0.046875,0.037109375,-0.01171875,-0.015625,0,0
1779558760.134266,0.1171875,-0.08984375,0.046875,0.037109375,-0.01171875,-0.015625,0,0
1779558760.142249,0.1171875,-0.08984375,0.046875,0.0625,0.01171875,-0.0625,0,0
1779558760.150269,0.169921875,-0.1171875,0.046875,0.0625,0.01171875,-0.0625,0,0
1779558760.158216,0.169921875,-0.1171875,0.046875,0.083984375,0.037109375,-0.09765625,0,0
1779558760.166319,0.205078125,-0.134765625,0.005859375,0.083984375,0.037109375,-0.09765625,0,0
1779558760.174752,0.205078125,-0.134765625,0.005859375,0.09765625,0.05859375,-0.12109375,0,0
1779558760.182299,0.22265625,-0.171875,0.005859375,0.09765625,0.05859375,-0.12109375,0,0
1779558760.190240,0.22265625,-0.171875,0.005859375,0.123046875,0.048828125,-0.125,0,0
1779558760.198218,0.236328125,-0.1796875,0.046875,0.123046875,0.048828125,-0.125,0,0
1779558760.206234,0.236328125,-0.1796875,0.046875,0.158203125,0.087890625,-0.1171875,0,0
1779558760.214249,0.255859375,-0.2109375,0.05859375,0.158203125,0.087890625,-0.1171875,0,0
1779558760.222194,0.255859375,-0.2109375,0.05859375,0.18359375,0.09765625,-0.103515625,0,0
1779558760.230189,0.287109375,-0.2578125,0.05859375,0.18359375,0.09765625,-0.103515625,0,0
1779558760.238241,0.287109375,-0.2578125,0.05859375,0.19921875,0.099609375,-0.095703125,0,0
1779558760.246240,0.330078125,-0.275390625,0.056640625,0.19921875,0.099609375,-0.095703125,0,0
1779558760.254213,0.330078125,-0.275390625,0.056640625,0.19140625,0.109375,-0.08984375,0,0
1779558760.262236,0.361328125,-0.28515625,0.060546875,0.19140625,0.109375,-0.08984375,0,0
1779558760.270198,0.361328125,-0.28515625,0.060546875,0.185546875,0.119140625,-0.080078125,0,0
1779558760.278210,0.3828125,-0.2890625,0.072265625,0.185546875,0.119140625,-0.080078125,0,0
1779558760.286255,0.3828125,-0.2890625,0.072265625,0.18359375,0.134765625,-0.072265625,0,0
1779558760.294219,0.390625,-0.291015625,0.078125,0.18359375,0.134765625,-0.072265625,0,0
1779558760.302269,0.390625,-0.291015625,0.078125,0.189453125,0.138671875,-0.0625,0,0
1779558760.310205,0.38671875,-0.296875,0.076171875,0.189453125,0.138671875,-0.0625,0,0
1779558760.318180,0.38671875,-0.296875,0.076171875,0.197265625,0.13671875,-0.0546875,0,0
1779558760.326217,0.388671875,-0.30078125,0.076171875,0.197265625,0.13671875,-0.0546875,0,0
1779558760.334259,0.388671875,-0.30078125,0.076171875,0.19921875,0.13671875,-0.048828125,0,0
1779558760.342206,0.388671875,-0.30859375,0.07421875,0.19921875,0.13671875,-0.048828125,0,0
1779558760.350255,0.388671875,-0.30859375,0.07421875,0.201171875,0.13671875,-0.044921875,0,0
1779558760.358214,0.392578125,-0.3125,0.078125,0.201171875,0.13671875,-0.044921875,0,0
1779558760.366240,0.392578125,-0.3125,0.078125,0.208984375,0.140625,-0.046875,0,0
1779558760.374233,0.38671875,-0.30859375,0.07421875,0.208984375,0.140625,-0.046875,0,0
1779558760.382229,0.38671875,-0.30859375,0.07421875,0.2109375,0.13671875,-0.05078125,0,0
1779558760.390268,0.380859375,-0.30859375,0.06640625,0.2109375,0.13671875,-0.05078125,0,0
1779558760.398229,0.380859375,-0.30859375,0.06640625,0.21875,0.1328125,-0.0625,0,0
1779558760.406255,0.384765625,-0.302734375,0.068359375,0.21875,0.1328125,-0.0625,0,0
1779558760.414259,0.384765625,-0.302734375,0.068359375,0.23046875,0.125,-0.08203125,0,0
1779558760.422257,0.39453125,-0.310546875,0.072265625,0.23046875,0.125,-0.08203125,0,0
1779558760.430207,0.39453125,-0.310546875,0.072265625,0.25390625,0.115234375,-0.111328125,0,0
1779558760.438215,0.40234375,-0.275390625,0.068359375,0.25390625,0.115234375,-0.111328125,0,0
1779558760.446187,0.40234375,-0.275390625,0.068359375,0.255859375,0.10546875,-0.138671875,0,0
1779558760.454246,0.392578125,-0.2421875,0.052734375,0.255859375,0.10546875,-0.138671875,0,0
1779558760.462191,0.392578125,-0.2421875,0.052734375,0.2265625,0.08203125,-0.189453125,0,0
1779558760.470272,0.33984375,-0.201171875,0.037109375,0.2265625,0.08203125,-0.189453125,0,0
1779558760.478259,0.33984375,-0.201171875,0.037109375,0.189453125,0.048828125,-0.265625,0,0
1779558760.486245,0.318359375,-0.18359375,0.033203125,0.189453125,0.048828125,-0.265625,0,0
1779558760.494245,0.318359375,-0.18359375,0.033203125,0.177734375,0.037109375,-0.294921875,0,0
1779558760.502270,0.271484375,-0.138671875,0.025390625,0.177734375,0.037109375,-0.294921875,0,0
1779558760.510324,0.271484375,-0.138671875,0.025390625,0.16015625,0.013671875,-0.359375,0,0
1779558760.518245,0.240234375,-0.09375,0.013671875,0.16015625,0.013671875,-0.359375,0,0
1779558760.526215,0.240234375,-0.09375,0.013671875,0.15625,0.013671875,-0.4140625,0,0
1779558760.534257,0.208984375,-0.03515625,0.00390625,0.15625,0.013671875,-0.4140625,0,0
1779558760.542248,0.208984375,-0.03515625,0.00390625,0.1328125,0.013671875,-0.484375,0,0
1779558760.550255,0.166015625,-0.03515625,0.00390625,0.1328125,0.013671875,-0.484375,0,0
1779558760.558235,0.166015625,-0.03515625,0.00390625,0.091796875,0.013671875,-0.5625,0,0
1779558760.566242,0.1015625,-0.03515625,0.01171875,0.091796875,0.013671875,-0.5625,0,0
1779558760.574229,0.1015625,-0.03515625,0.01171875,0.068359375,0.013671875,-0.611328125,0,0
1779558760.582214,0.0625,-0.03515625,0.013671875,0.068359375,0.013671875,-0.611328125,0,0
1779558760.590181,0.0625,-0.03515625,0.013671875,0.05859375,0.013671875,-0.63671875,0,0
1779558760.598186,0.025390625,-0.03515625,0.009765625,0.05859375,0.013671875,-0.63671875,0,0
1779558760.606217,0.025390625,-0.03515625,0.009765625,0.060546875,0.013671875,-0.66015625,0,0
1779558760.614249,0.025390625,-0.03515625,0.0,0.060546875,0.013671875,-0.66015625,0,0
1779558760.622254,0.025390625,-0.03515625,0.0,0.064453125,0.013671875,-0.681640625,0,0
1779558760.638242,0.025390625,-0.03515625,0.0,0.06640625,0.013671875,-0.68359375,0,0
1779558760.654268,0.025390625,-0.03515625,0.0,0.064453125,0.013671875,-0.68359375,0,0
1779558760.670263,0.025390625,-0.03515625,0.0,0.06640625,0.013671875,-0.68359375,0,0
1779558760.686245,0.025390625,-0.03515625,0.0,0.0625,0.013671875,-0.68359375,0,0
1779558760.702286,0.025390625,-0.03515625,0.0,0.064453125,0.013671875,-0.68359375,0,0
1779558760.718215,0.025390625,-0.03515625,0.0,0.068359375,0.013671875,-0.68359375,0,0
1779558760.734289,0.025390625,-0.03515625,0.0,0.0859375,0.013671875,-0.68359375,0,0
1779558760.750262,0.025390625,-0.03515625,0.0,0.10546875,0.013671875,-0.68359375,0,0
